date,dataset_id,split,gold_price
1970-03-24,long_univariate,train,37.55
1970-03-25,long_univariate,train,37.55
1970-03-26,long_univariate,train,37.55
1970-03-27,long_univariate,train,37.55
1970-03-30,long_univariate,train,37.55
1970-03-31,long_univariate,train,37.55
1970-04-01,long_univariate,train,37.55
1970-04-02,long_univariate,train,35.0
1970-04-03,long_univariate,train,34.98
1970-04-06,long_univariate,train,35.19
1970-04-07,long_univariate,train,35.19
1970-04-08,long_univariate,train,35.31
1970-04-09,long_univariate,train,36.25
1970-04-10,long_univariate,train,36.25
1970-04-13,long_univariate,train,37.54
1970-04-14,long_univariate,train,37.54
1970-04-15,long_univariate,train,37.54
1970-04-16,long_univariate,train,37.54
1970-04-17,long_univariate,train,37.54
1970-04-20,long_univariate,train,37.54
1970-04-21,long_univariate,train,37.54
1970-04-22,long_univariate,train,37.54
1970-04-23,long_univariate,train,37.54
1970-04-24,long_univariate,train,37.54
1970-04-27,long_univariate,train,37.54
1970-04-28,long_univariate,train,37.54
1970-04-29,long_univariate,train,37.54
1970-04-30,long_univariate,train,37.54
1970-05-01,long_univariate,train,35.17
1970-05-04,long_univariate,train,34.99
1970-05-05,long_univariate,train,36.22
1970-05-06,long_univariate,train,35.21
1970-05-07,long_univariate,train,35.21
1970-05-08,long_univariate,train,35.32
1970-05-11,long_univariate,train,36.75
1970-05-12,long_univariate,train,36.75
1970-05-13,long_univariate,train,36.75
1970-05-14,long_univariate,train,36.75
1970-05-15,long_univariate,train,36.75
1970-05-18,long_univariate,train,36.75
1970-05-19,long_univariate,train,36.75
1970-05-20,long_univariate,train,36.75
1970-05-21,long_univariate,train,36.75
1970-05-22,long_univariate,train,36.75
1970-05-25,long_univariate,train,36.75
1970-05-26,long_univariate,train,36.75
1970-05-27,long_univariate,train,36.75
1970-05-28,long_univariate,train,36.75
1970-05-29,long_univariate,train,36.75
1970-06-01,long_univariate,train,35.05
1970-06-02,long_univariate,train,35.0
1970-06-03,long_univariate,train,34.95
1970-06-04,long_univariate,train,35.28
1970-06-05,long_univariate,train,36.23
1970-06-08,long_univariate,train,35.33
1970-06-09,long_univariate,train,35.33
1970-06-10,long_univariate,train,36.83
1970-06-11,long_univariate,train,37.1
1970-06-12,long_univariate,train,37.1
1970-06-15,long_univariate,train,37.1
1970-06-16,long_univariate,train,37.1
1970-06-17,long_univariate,train,37.1
1970-06-18,long_univariate,train,37.1
1970-06-19,long_univariate,train,37.1
1970-06-22,long_univariate,train,37.1
1970-06-23,long_univariate,train,37.1
1970-06-24,long_univariate,train,37.1
1970-06-25,long_univariate,train,37.1
1970-06-26,long_univariate,train,37.1
1970-06-29,long_univariate,train,37.1
1970-06-30,long_univariate,train,37.1
1970-07-01,long_univariate,train,35.0
1970-07-02,long_univariate,train,35.0
1970-07-03,long_univariate,train,35.0
1970-07-06,long_univariate,train,36.23
1970-07-07,long_univariate,train,35.3
1970-07-08,long_univariate,train,35.3
1970-07-09,long_univariate,train,36.12
1970-07-10,long_univariate,train,36.67
1970-07-13,long_univariate,train,37.4
1970-07-14,long_univariate,train,37.4
1970-07-15,long_univariate,train,37.4
1970-07-16,long_univariate,train,37.4
1970-07-17,long_univariate,train,37.4
1970-07-20,long_univariate,train,37.4
1970-07-21,long_univariate,train,37.4
1970-07-22,long_univariate,train,37.4
1970-07-23,long_univariate,train,37.4
1970-07-24,long_univariate,train,37.4
1970-07-27,long_univariate,train,37.4
1970-07-28,long_univariate,train,37.4
1970-07-29,long_univariate,train,37.4
1970-07-30,long_univariate,train,37.4
1970-07-31,long_univariate,train,37.4
1970-08-03,long_univariate,train,34.95
1970-08-04,long_univariate,train,35.38
1970-08-05,long_univariate,train,36.2
1970-08-06,long_univariate,train,35.52
1970-08-07,long_univariate,train,35.3
1970-08-10,long_univariate,train,36.73
1970-08-11,long_univariate,train,36.73
1970-08-12,long_univariate,train,37.38
1970-08-13,long_univariate,train,37.38
1970-08-14,long_univariate,train,37.38
1970-08-17,long_univariate,train,37.38
1970-08-18,long_univariate,train,37.38
1970-08-19,long_univariate,train,37.38
1970-08-20,long_univariate,train,37.38
1970-08-21,long_univariate,train,37.38
1970-08-24,long_univariate,train,37.38
