Date, GLD Close, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
14-May-15,117.18,95.91665,117.4978939,117.157,$117.21 ,0.04%,5478472,23274469.36,723.91,28504989065
15-May-15,117.53,95.91552,117.0648917,117.497,$117.50 ,0.00%,4194292,23274469.36,723.91,28399942717
18-May-15,117.52,95.91243,117.3488527,117.531,$117.53 ,0.00%,5079579,23092235.74,718.24,28245868843
19-May-15,115.89,95.91118,116.4649483,115.899,$115.90 ,0.00%,5014931,23092235.74,718.24,28033113059
20-May-15,116.08,95.91005,116.0991122,116.07,$116.07 ,0.00%,4424296,22996325.69,715.26,27828957197
21-May-15,115.69,95.90887,115.570187,115.724,$115.70 ,-0.02%,2286343,22996325.69,715.26,27702173817
22-May-15,115.6,95.9078,115.4825772,115.617,$115.61 ,-0.01%,1776225,22996325.69,715.26,27681173765
25-May-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
26-May-15,113.91,95.90307,113.6834951,113.904,$113.91 ,0.01%,5762894,23015506.31,715.86,27272670485
27-May-15,113.89,95.90203,113.7254209,113.903,$113.90 ,0.00%,2693082,23015506.31,715.86,27282728471
28-May-15,114.02,95.90095,113.6426283,113.997,$114.02 ,0.02%,4533934,23015506.31,715.86,27262866516
29-May-15,114.1,95.9001,114.2553788,114.112,$114.11 ,0.00%,2802975,23015506.31,715.86,27409865371
1-Jun-15,114,95.89723,115.0670859,114.06,$113.99 ,-0.06%,8698003,22957967.97,714.07,27535553643
2-Jun-15,114.46,95.89594,114.3846724,114.428,$114.46 ,0.03%,3417568,22823713.65,709.89,27212113549
3-Jun-15,113.64,95.89479,114.1147946,113.655,$113.67 ,0.01%,4885074,22823713.65,709.89,27147909636
4-Jun-15,112.84,95.89322,112.770423,112.809,$112.87 ,0.05%,4992381,22823713.65,709.89,26828083635
5-Jun-15,112.24,95.89172,111.6755029,112.28,$112.27 ,-0.01%,4642593,22785356.97,708.7,26522931946
8-Jun-15,112.57,95.88891,112.4585173,112.583,$112.57 ,-0.01%,3110646,22785356.97,708.7,26708897848
9-Jun-15,112.82,95.88806,112.8985964,112.841,$112.81 ,-0.03%,3536401,22689468.91,705.72,26700518040
10-Jun-15,113.78,95.88748,113.9622654,113.78,$113.77 ,-0.01%,5402267,22641525.17,704.22,26895094641
11-Jun-15,113.26,95.88599,113.0016404,113.308,$113.29 ,-0.02%,4433282,22641525.17,704.22,26668387130
12-Jun-15,113.23,95.88513,113.4129338,113.269,$113.24 ,-0.03%,3073498,22633793.87,703.98,26765452365
15-Jun-15,113.73,95.88195,113.2749384,113.802,$113.71 ,-0.08%,4310596,22566676.51,701.9,26653592995
16-Jun-15,113.32,95.88083,112.923644,113.336,$113.32 ,-0.01%,4032573,22566676.51,701.9,26570933434
17-Jun-15,113.85,95.87978,112.9463827,113.838,$113.82 ,-0.02%,6820852,22566676.51,701.9,26576283853
18-Jun-15,115.32,95.87925,115.2324775,115.271,$115.29 ,0.02%,6594002,22566676.51,701.9,27114201943
19-Jun-15,115.12,95.87823,115.3798673,115.111,$115.12 ,0.01%,3321935,22566676.51,701.9,27148882766
22-Jun-15,113.64,95.87463,113.6593758,113.635,$113.64 ,0.00%,4888351,22681726.06,705.47,26880442376
23-Jun-15,112.89,95.87338,112.9388445,112.9,$112.91 ,0.01%,3805892,22681726.06,705.47,26710036715
24-Jun-15,112.59,95.87221,112.5300115,112.611,$112.60 ,-0.01%,3036151,22710487.72,706.37,26647106724
25-Jun-15,112.44,95.87113,112.4232831,112.476,$112.47 ,-0.01%,2021673,22930991.32,713.23,26880406984
26-Jun-15,112.56,95.87002,112.2158566,112.599,$112.60 ,0.00%,4390289,22873469.31,711.44,26763481798
29-Jun-15,113.07,95.86704,112.739642,113.027,$113.08 ,0.05%,5278911,22873469.31,711.44,26888404615
30-Jun-15,112.37,95.86583,112.2588841,112.398,$112.38 ,-0.02%,7221958,22873469.31,711.44,26773743854
1-Jul-15,111.98,95.86468,111.9699404,112.013,$112.01 ,0.00%,3687157,22873469.31,711.44,26704830788
2-Jul-15,111.76,95.86353,111.704976,111.748,$111.75 ,0.00%,3791432,22815951.19,709.65,26574613794
3-Jul-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
6-Jul-15,112.06,95.85935,111.7719994,112.055,$112.07 ,0.01%,4341718,22815951.19,709.65,26590558649
7-Jul-15,110.76,95.85791,110.8357048,110.812,$110.77 ,-0.04%,9064750,22815951.19,709.65,26367814159
8-Jul-15,111.09,95.85695,111.0502754,111.117,$111.08 ,-0.03%,5675515,22806914.85,709.37,26418860524
9-Jul-15,111.36,95.85595,111.6002914,111.346,$111.34 ,-0.01%,3798146,22749401.28,707.58,26482749152
10-Jul-15,111.49,95.85485,111.1245286,111.441,$111.50 ,0.05%,3159494,22749401.28,707.58,26369850628
13-Jul-15,110.99,95.85163,110.612782,110.967,$111.00 ,0.03%,3827544,22797327.1,709.07,26303719568
14-Jul-15,110.74,95.85063,110.9375163,110.736,$110.75 ,0.01%,2611230,22797327.1,709.07,26380941371
15-Jul-15,110.16,95.84943,109.9776345,110.16,$110.18 ,0.02%,7792881,22797327.1,709.07,26152681492
16-Jul-15,109.76,95.84833,109.6888295,109.756,$109.75 ,-0.01%,3857856,22758987.77,707.88,26040128124
17-Jul-15,108.65,95.84708,108.5755745,108.662,$108.67 ,0.01%,13167953,22385184.15,696.25,25352396656
20-Jul-15,105.7,95.84334,105.8685563,105.715,$105.70 ,-0.01%,15677405,22327678.15,694.46,24656786755
21-Jul-15,105.37,95.84231,105.9632631,105.34,$105.39 ,0.05%,8366353,22174330.45,689.69,24509302764
22-Jul-15,104.8,95.84086,104.3323592,104.826,$104.82 ,-0.01%,8455246,22097657.77,687.31,24048608794
23-Jul-15,104.33,95.84003,105.1748482,104.351,$104.32 ,-0.03%,5752053,22011401.74,684.63,24148145141
24-Jul-15,105.35,95.83854,103.5822963,105.346,$105.34 ,-0.01%,11445336,21867643.93,680.15,23627121798
27-Jul-15,104.86,95.83595,105.4195493,104.888,$104.85 ,-0.04%,8212214,21867643.93,680.15,24046199187
28-Jul-15,105.02,95.83479,105.054097,104.997,$105.00 ,0.00%,5524125,21867643.93,680.15,23962839531
29-Jul-15,105.17,95.83356,104.4825334,105.11,$105.17 ,0.06%,5524125,21867643.93,680.15,23832465869
30-Jul-15,104.27,95.83242,104.2177524,104.304,$104.25 ,-0.05%,6296210,21867643.93,680.15,23772069329
31-Jul-15,104.93,95.83173,105.2615674,104.955,$104.94 ,-0.01%,5602331,21628064.6,672.7,23747009590
3-Aug-15,104.1,95.82834,104.6349645,104.113,$104.09 ,-0.02%,3278394,21628064.6,672.7,23605647995
4-Aug-15,104.31,95.82724,104.5139828,104.298,$104.30 ,0.00%,2854350,21560985.54,670.62,23505194733
5-Aug-15,103.93,95.82598,103.9807692,103.895,$103.94 ,0.04%,5032977,21474742.15,667.93,23291692290
6-Aug-15,104.39,95.82511,104.4254174,104.392,$104.38 ,-0.01%,3894065,21474742.15,667.93,23391293495
7-Aug-15,104.65,95.82422,104.7837793,104.678,$104.67 ,-0.01%,4382901,21467043.9,667.69,23471566553
10-Aug-15,105.72,95.82111,105.1157532,105.691,$105.75 ,0.06%,5887234,21467043.9,667.69,23545928724
11-Aug-15,106.26,95.8202,106.1927334,106.226,$106.25 ,0.02%,4007277,21467043.9,667.69,23787172283
12-Aug-15,107.75,95.81929,107.2217848,107.71,$107.76 ,0.05%,10192821,21601190.91,671.87,24167790295
13-Aug-15,106.86,95.81821,107.0049836,106.852,$106.85 ,0.00%,4669830,21601190.91,671.87,24118923295
14-Aug-15,106.85,95.81718,107.1475617,106.874,$106.87 ,0.00%,3497579,21601190.91,671.87,24151060410
17-Aug-15,107.13,95.81404,107.1967477,107.096,$107.12 ,0.02%,5728847,21601190.91,671.87,24162146936
18-Aug-15,107.11,95.81285,106.491194,107.09,$107.11 ,0.02%,3734267,21601190.91,671.87,24003115132
19-Aug-15,108.55,95.81209,107.8987849,108.541,$108.54 ,0.00%,6460039,21601190.91,671.87,24320386110
20-Aug-15,110.44,95.81147,109.9628223,110.413,$110.42 ,0.01%,11259616,21716164.67,675.44,24917575537
21-Aug-15,111.13,95.8106,110.8049542,111.112,$111.11 ,0.00%,12873471,21792813.15,677.83,25197046590
24-Aug-15,110.53,95.80767,111.7596479,110.581,$110.50 ,-0.07%,16642336,21898201.59,681.1,25537079558
25-Aug-15,109.16,95.80593,108.9792508,109.171,$109.17 ,0.00%,8759333,21898201.59,681.1,24901758813
26-Aug-15,107.67,95.80446,107.3728449,107.675,$107.69 ,0.01%,10009495,21898201.59,681.1,24534695060
27-Aug-15,107.73,95.80336,107.2039595,107.75,$107.71 ,-0.04%,8093182,21946103.27,682.59,24549706734
28-Aug-15,108.7,95.80275,108.7361201,108.717,$108.67 ,-0.04%,7027704,21946103.27,682.59,24900571500
31-Aug-15,108.82,95.7996,108.7325452,108.79,$108.83 ,0.04%,3781255,21946103.27,682.59,24899752860
1-Sep-15,109.2,95.79877,109.4309379,109.249,$109.19 ,-0.05%,6601713,21946103.27,682.59,25059684784
2-Sep-15,108.62,95.79758,108.9936964,108.625,$108.61 ,-0.01%,3791822,21946103.27,682.59,24959556482
3-Sep-15,107.84,95.79621,108.0581257,107.756,$107.82 ,0.06%,3842965,21946103.27,682.59,24745310791
4-Sep-15,107.49,95.79483,107.1225653,107.491,$107.50 ,0.01%,3803657,21938357.2,682.35,24531067447
7-Sep-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
8-Sep-15,107.52,95.79065,107.3956872,107.53,$107.51 ,-0.02%,5829059,21938357.2,682.35,24593612369
9-Sep-15,106.13,95.7895,106.3119744,106.14,$106.12 ,-0.02%,7827865,21804251.9,678.18,24196605363
10-Sep-15,106.38,95.78844,106.2772794,106.378,$106.39 ,0.01%,5273401,21804251.9,678.18,24188708790
11-Sep-15,106.16,95.7873,105.4857671,106.137,$106.15 ,0.01%,3855584,21804251.9,678.18,24008560601
14-Sep-15,106.22,95.7842,105.8223881,106.225,$106.21 ,-0.01%,2255186,21804251.9,678.18,24085175533
15-Sep-15,105.9,95.78317,105.9313981,105.869,$105.90 ,0.03%,2897582,21804251.9,678.18,24109986201
16-Sep-15,107.31,95.7823,107.0463038,107.31,$107.30 ,-0.01%,4889937,21804251.9,678.18,24363738733
17-Sep-15,108.41,95.78125,107.0355507,108.357,$108.41 ,0.05%,6385252,21804251.9,678.18,24361291332
18-Sep-15,109.21,95.78061,109.3335706,109.176,$109.20 ,0.02%,6070148,21804251.9,678.18,24884320670
21-Sep-15,108.53,95.7773,108.5396286,108.54,$108.55 ,0.01%,3737961,21689319.14,674.61,24573371907
22-Sep-15,107.79,95.77604,107.5469109,107.758,$107.79 ,0.03%,4988387,21727629.56,675.8,24391639383
23-Sep-15,108.22,95.77517,108.3552405,108.236,$108.22 ,-0.01%,2521235,21746784.59,676.4,24596639582
24-Sep-15,110.49,95.77464,110.5718175,110.481,$110.47 ,-0.01%,8044515,21871291.63,680.27,25243545945
25-Sep-15,109.81,95.77341,109.8185788,109.895,$109.84 ,-0.05%,4445099,21995797.06,684.14,25214345700
28-Sep-15,108.42,95.76986,108.3204968,108.359,$108.41 ,0.05%,2379412,21995797.06,684.14,24870386071
29-Sep-15,107.98,95.76884,108.4198992,107.979,$107.99 ,0.01%,3351342,21995797.06,684.14,24893208852
30-Sep-15,106.86,95.76727,106.6847408,106.857,$106.89 ,0.03%,6434986,22101141.06,687.42,24612169699
1-Oct-15,106.73,95.76637,107.1625714,106.708,$106.74 ,0.03%,3932397,22158600.88,689.2,24786702752
2-Oct-15,108.99,95.76597,109.2450331,109.006,$108.97 ,-0.03%,7060946,22158600.88,689.2,25268376161
5-Oct-15,108.77,95.7628,109.1456521,108.763,$108.79 ,0.03%,5225521,22151494.43,688.98,25245389340
6-Oct-15,109.86,95.7618,109.8866651,109.839,$109.86 ,0.02%,5617676,22151494.43,688.98,25416785640
7-Oct-15,109.7,95.76073,109.6077355,109.742,$109.72 ,-0.02%,5193948,22094037.99,687.2,25286504590
8-Oct-15,109.14,95.75965,109.1660025,109.171,$109.15 ,-0.02%,4123135,22094037.99,687.2,25184596771
9-Oct-15,110.87,95.7587,110.2709358,110.85,$110.86 ,0.01%,6462176,22094037.99,687.2,25439504879
12-Oct-15,111.31,95.75571,111.54583,111.306,$111.32 ,0.01%,5615037,22094037.99,687.2,25733622990
13-Oct-15,111.86,95.75467,111.5733415,111.846,$111.86 ,0.01%,4325617,22094037.99,687.2,25739969887
14-Oct-15,113.81,95.75373,112.4053082,113.803,$113.80 ,0.00%,8077632,22342997.69,694.94,26224158395
15-Oct-15,113.29,95.75282,113.395282,113.266,$113.26 ,-0.01%,12246987,22505777.49,700,26647891262
16-Oct-15,112.49,95.75173,113.0684307,112.508,$112.47 ,-0.03%,5659060,22304698.85,693.75,26333637517
19-Oct-15,112.02,95.7485,112.542786,112.026,$112.02 ,-0.01%,3590430,22419597.05,697.32,26346266193
20-Oct-15,112.73,95.74749,112.7666114,112.733,$112.72 ,-0.01%,4276945,22419597.05,697.32,26398663733
21-Oct-15,111.73,95.74625,111.7454469,111.745,$111.75 ,0.00%,3890841,22419597.05,697.32,26159609124
22-Oct-15,111.69,95.7452,111.7346488,111.658,$111.67 ,0.01%,3194231,22419597.05,697.32,26157081291
23-Oct-15,111.5,95.74403,111.1827601,111.489,$111.47 ,-0.02%,4445491,22362150.64,695.54,25961174494
26-Oct-15,111.43,95.74102,111.6723218,111.385,$111.40 ,0.01%,2278261,22362150.64,695.54,26075487135
27-Oct-15,111.68,95.73995,111.6040635,111.709,$111.66 ,-0.04%,2301728,22362150.64,695.54,26059548822
28-Oct-15,110.78,95.73925,112.9340236,110.679,$110.76 ,0.07%,7678518,22323854.94,694.34,26324920908
29-Oct-15,109.72,95.73739,109.9639694,109.734,$109.70 ,-0.03%,4721370,22323854.94,694.34,25632601264
30-Oct-15,109.3,95.73617,109.3642152,109.335,$109.28 ,-0.05%,4848027,22256839.62,692.26,25416243608
2-Nov-15,108.59,95.73277,108.5609626,108.599,$108.60 ,0.00%,5428122,22161106.85,689.28,25121006757
3-Nov-15,106.98,95.73137,107.515898,106.932,$106.99 ,0.05%,6415070,22065375.48,686.3,24771662884
4-Nov-15,105.97,95.73003,106.7102649,106.007,$105.99 ,-0.02%,6885968,21866068.01,680.11,24372624498
5-Nov-15,105.64,95.72894,105.9049263,105.623,$105.62 ,0.00%,4264373,21598026.97,671.77,23892151373
6-Nov-15,104.1,95.72778,104.2379818,104.123,$104.11 ,-0.01%,7327402,21511871.97,669.09,23422274513
9-Nov-15,104.4,95.72465,104.3015787,104.455,$104.43 ,-0.02%,3070323,21416147.32,666.11,23332263145
10-Nov-15,104.18,95.72358,104.0611013,104.152,$104.17 ,0.02%,3579362,21329996.1,663.43,23184813371
11-Nov-15,103.83,95.72252,103.945082,103.845,$103.81 ,-0.03%,3183127,21329996.1,663.43,23158964269
12-Nov-15,103.85,95.72149,104.0875485,103.843,$103.84 ,0.00%,6297410,21282135.35,661.94,23138662036
13-Nov-15,103.56,95.72036,103.5215741,103.574,$103.59 ,0.02%,3174602,21282135.35,661.94,23012845928
16-Nov-15,103.71,95.71728,103.8293189,103.681,$103.69 ,0.01%,2782395,21282135.35,661.94,23081257601
17-Nov-15,102.34,95.71614,103.2968546,102.344,$102.37 ,0.02%,8062200,21282135.35,661.94,22962890787
18-Nov-15,102.43,95.71488,102.1995593,102.42,$102.41 ,-0.01%,4735869,21282135.35,661.94,22718962039
19-Nov-15,103.56,95.71412,103.620108,103.615,$103.58 ,-0.03%,4629112,21282135.35,661.94,23034750001
20-Nov-15,103.09,95.71306,103.5376007,103.116,$103.11 ,-0.01%,5354860,21243850.13,660.75,22974993596
23-Nov-15,102.26,95.70966,102.4571862,102.275,$102.25 ,-0.02%,3599260,21081143.71,655.69,22561072399
24-Nov-15,102.95,95.70876,103.0209047,102.92,$102.96 ,0.04%,2897357,21081143.71,655.69,22685203219
25-Nov-15,102.46,95.70749,102.2156023,102.46,$102.47 ,0.01%,2658492,21081143.71,655.69,22507875621
26-Nov-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Nov-15,101.25,95.7051,101.1985707,101.299,$101.26 ,-0.04%,4991803,21052432.18,654.8,22253565704
30-Nov-15,101.92,95.7021,101.6260618,101.928,$101.94 ,0.01%,5461603,21052432.18,654.8,22347570997
1-Dec-15,102.28,95.70117,101.9600249,102.319,$102.30 ,-0.02%,3609967,21052432.18,654.8,22421009468
2-Dec-15,100.69,95.69979,101.0015571,100.719,$100.71 ,-0.01%,9436198,20545223.29,639.02,21674934150
3-Dec-15,101.76,95.69874,101.0052401,101.752,$101.78 ,0.03%,6033160,20537959.87,638.8,21675724515
4-Dec-15,104.02,95.6978,103.2818533,104.014,$104.02 ,0.01%,9653520,20537959.87,638.8,22164285725
7-Dec-15,102.67,95.69464,102.9482938,102.661,$102.68 ,0.02%,3758075,20403987.37,634.63,21948576236
8-Dec-15,102.84,95.69356,102.5930696,102.832,$102.84 ,0.01%,3220755,20403987.37,634.63,21872842433
9-Dec-15,102.64,95.6926,103.4437002,102.64,$102.63 ,-0.01%,5827623,20403987.37,634.63,22054196889
10-Dec-15,102.55,95.69145,102.4855451,102.529,$102.55 ,0.02%,3578493,20403987.37,634.63,21849918215
11-Dec-15,103.11,95.69042,102.6279787,103.102,$103.11 ,0.01%,6539824,20403987.37,634.63,21880285065
14-Dec-15,101.79,95.68723,102.2178785,101.778,$101.79 ,0.01%,4945607,20403987.37,634.63,21792851688
15-Dec-15,101.52,95.68608,101.5707697,101.47,$101.52 ,0.05%,5629254,20403987.37,634.63,21654888105
16-Dec-15,102.75,95.68525,102.8855685,102.766,$102.71 ,-0.05%,7960826,20403987.37,634.63,21935203200
17-Dec-15,100.5,95.68376,100.4105355,100.521,$100.52 ,0.00%,9643025,20260461.73,630.17,21256910355
18-Dec-15,102.04,95.68296,101.6631421,102.008,$102.02 ,0.01%,7393958,20863264.38,648.91,22162565001
21-Dec-15,103.15,95.68015,103.2149666,103.162,$103.16 ,0.00%,5695173,20767584.23,645.94,22397647746
22-Dec-15,102.61,95.67903,102.8453854,102.601,$102.60 ,0.00%,3812947,20767584.23,645.94,22317448638
23-Dec-15,102.31,95.67783,102.2078424,102.342,$102.32 ,-0.02%,2664718,20767584.23,645.94,22179101805
24-Dec-15,103.05,95.67687,102.5560381,102.967,$103.02 ,0.05%,1710142,20729313.48,644.75,22213637850
25-Dec-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
28-Dec-15,102.27,95.67269,102.5515548,102.255,$102.26 ,0.00%,3131171,20691044.41,643.56,22171646155
29-Dec-15,102.2,95.67159,102.3781701,102.187,$102.17 ,-0.02%,2803203,20691044.41,643.56,22134160369
30-Dec-15,101.42,95.67024,101.4104588,101.463,$101.44 ,-0.02%,3542474,20691044.41,643.56,21924941201
31-Dec-15,101.46,95.66927,101.6246805,101.452,$101.46 ,0.01%,3302445,20652776.7,642.37,21930606053
1-Jan-16, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
4-Jan-16,102.89,95.66577,103.5342835,102.86,$102.87 ,0.01%,5786608,20652776.7,642.37,22342698373
5-Jan-16,103.18,95.66455,103.030715,103.179,$103.19 ,0.01%,3426252,20652776.7,642.37,22234028298
6-Jan-16,104.67,95.66401,104.4077018,104.652,$104.66 ,0.01%,8940575,20607670.85,640.97,22489418957
7-Jan-16,106.15,95.66307,105.836836,106.076,$106.15 ,0.07%,11219713,20741599.15,645.13,22945426056
8-Jan-16,105.68,95.66199,105.405162,105.616,$105.65 ,0.03%,7112550,20885092.13,649.59,23009946856
11-Jan-16,104.74,95.65884,105.2964686,104.761,$104.76 ,0.00%,5664248,20952053.32,651.68,23059926617
12-Jan-16,104.21,95.65762,103.8267767,104.224,$104.23 ,0.01%,5183433,20952053.32,651.68,22738064092
13-Jan-16,104.72,95.65661,104.0887356,104.715,$104.72 ,0.00%,6818102,21028578.61,654.06,22878704098
14-Jan-16,103.02,95.65556,104.1115157,103.045,$103.03 ,-0.01%,9621566,21028578.61,654.06,22883711145
15-Jan-16,104.08,95.6546,104.6222144,104.115,$104.10 ,-0.01%,9751810,21152929.59,657.92,23131971600
18-Jan-16, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
19-Jan-16,103.98,95.65028,103.9001185,103.991,$104.00 ,0.01%,4263955,21152929.59,657.92,22972316196
20-Jan-16,105.37,95.64953,105.3818723,105.329,$105.39 ,0.06%,9608925,21229449.21,660.3,23384237454
21-Jan-16,105.49,95.64838,104.878452,105.395,$105.48 ,0.08%,4926678,21286838.24,662.09,23335455567
22-Jan-16,105,95.64733,104.8533882,104.997,$105.01 ,0.01%,4028667,21353791.37,664.17,23403276254
25-Jan-16,106.08,95.64444,105.8401356,106.031,$106.07 ,0.04%,5416196,21353791.37,664.17,23623518267
26-Jan-16,107.28,95.64356,106.5086693,107.288,$107.29 ,0.00%,8438066,21516385.43,669.23,23953799728
27-Jan-16,107.69,95.64258,106.7610304,107.727,$107.72 ,-0.01%,7410780,21516385.43,669.23,24010555736
28-Jan-16,106.54,95.64148,106.5446064,106.535,$106.57 ,0.03%,5369616,21516385.43,669.23,23961881988
29-Jan-16,106.96,95.64037,106.3329683,106.878,$106.95 ,0.07%,7212909,21516385.43,669.23,23914284579
1-Feb-16,108.05,95.63766,107.7358289,108.008,$108.06 ,0.05%,8799595,21908499.83,681.43,24671504800
2-Feb-16,108.09,95.63668,107.9259899,108.031,$108.07 ,0.04%,6286562,22042391.18,685.59,24866148077
3-Feb-16,109.25,95.63574,108.2596521,109.125,$109.27 ,0.13%,14792703,22185844.79,690.05,25105413329
4-Feb-16,110.57,95.63541,110.588005,110.559,$110.56 ,0.00%,13208208,22300607.29,693.62,25778063977
5-Feb-16,112.32,95.63418,110.0127845,112.337,$112.29 ,-0.04%,13882844,22456245.42,698.46,25831001792
8-Feb-16,113.83,95.63133,114.1120838,113.849,$113.82 ,-0.03%,26724595,22618818.68,703.52,26987507827
9-Feb-16,113.58,95.63027,113.8956495,113.738,$113.59 ,-0.13%,18053106,22571003.55,702.03,26879373270
10-Feb-16,114.46,95.62922,113.7987659,114.43,$114.46 ,0.03%,12695948,22571003.55,702.03,26856508749
11-Feb-16,119.05,95.62861,118.675101,118.881,$119.07 ,0.16%,47619168,23020458.01,716.01,28565096829
12-Feb-16,118.36,95.62755,118.5542559,118.382,$118.38 ,0.00%,16334842,22857891.18,710.95,28334467151
16-Feb-16,114.77,95.62301,115.6560366,114.829,$114.76 ,-0.06%,13984761,22857891.18,710.95,27641792736
17-Feb-16,115.48,95.62198,115.7025919,115.497,$115.50 ,0.00%,10380824,22857891.18,710.95,27652919461
18-Feb-16,118.29,95.62093,115.7108912,118.264,$118.31 ,0.04%,13577605,22943950.01,713.63,27759042806
19-Feb-16,117.58,95.62021,117.7228191,117.522,$117.58 ,0.05%,15191128,23565481.38,732.96,29006902638
22-Feb-16,115.49,95.61672,115.791852,115.448,$115.47 ,0.02%,9912928,24186990.06,752.29,29283759353
23-Feb-16,117.22,95.61586,116.7804347,117.096,$117.21 ,0.10%,8345973,24186990.06,752.29,29533771924
24-Feb-16,117.61,95.61535,119.5909011,117.554,$117.59 ,0.03%,15463867,24445151.5,760.32,30567434314
25-Feb-16,117.92,95.61403,118.1789444,117.902,$117.91 ,0.01%,11674521,24445151.5,760.32,30206538199
26-Feb-16,117.11,95.6128,117.2690989,117.054,$117.11 ,0.05%,12497876,24512080.46,762.4,30056070041
29-Feb-16,118.64,95.60985,118.0686065,118.637,$118.63 ,-0.01%,11478731,24990129.71,777.27,30851326852
1-Mar-16,117.77,95.60884,118.2203347,117.919,$117.79 ,-0.11%,12769183,25276956.23,786.2,31245634441
2-Mar-16,118.68,95.60786,118.4772607,118.673,$118.68 ,0.01%,7450118,25353442.52,788.57,31408321803
3-Mar-16,120.73,95.60708,119.5327462,120.694,$120.72 ,0.02%,18203569,25506413.85,793.33,31879383423
4-Mar-16,120.54,95.60667,122.1375223,120.665,$120.56 ,-0.09%,16230710,25499515.79,793.12,32574077196
7-Mar-16,121.14,95.60349,121.21566,121.154,$121.14 ,-0.01%,8862117,25499515.79,793.12,32328216529
8-Mar-16,120.58,95.60244,121.1282861,120.617,$120.60 ,-0.01%,11401726,25423033.83,790.74,32208011269
9-Mar-16,119.58,95.60125,119.1573919,119.535,$119.60 ,0.05%,8032959,25489954.71,792.82,31767360674
10-Mar-16,121.5,95.60036,121.0778544,121.503,$121.52 ,0.01%,17831418,25681155.43,798.77,32521511692
11-Mar-16,119.41,95.5993,120.9092135,119.423,$119.43 ,0.01%,9643418,25681155.43,798.77,32476214734
14-Mar-16,117.87,95.59592,118.8018269,118.08,$117.88 ,-0.17%,13735608,25403927.26,790.14,31565645402
15-Mar-16,117.96,95.59474,117.7727181,117.84,$117.94 ,0.09%,9936354,25470843.58,792.23,31374652092
16-Mar-16,120.59,95.59365,117.4367951,120.668,$120.55 ,-0.10%,16588676,25566437.23,795.2,31402599021
17-Mar-16,120.13,95.59313,121.0686979,120.256,$120.14 ,-0.10%,9379585,25948809.75,807.09,32858044616
18-Mar-16,119.8,95.59188,119.6905923,119.996,$119.82 ,-0.15%,9451369,26331177.27,818.98,32962789107
