Date, GLD Close, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
24-Jun-14,126.98,96.26026,126.9191466,126.987,$126.98 ,-0.01%,5850674,25239039.56,785.02,33265508327
25-Jun-14,126.99,96.25915,126.7492405,126.995,$126.98 ,-0.01%,6502612,25239039.56,785.02,33220975938
26-Jun-14,126.73,96.25796,126.2663795,126.704,$126.71 ,0.00%,5245104,25239039.56,785.02,33094418058
27-Jun-14,126.66,96.25707,126.8186885,126.679,$126.67 ,-0.01%,4069330,25239039.56,785.02,33239178267
30-Jun-14,128.04,96.25383,126.5737832,127.748,$128.01 ,0.21%,18081846,25421921.83,790.7,33415478770
1-Jul-14,127.7,96.25316,127.7760724,127.747,$127.71 ,-0.03%,7936219,25604802.84,796.39,33975657647
2-Jul-14,127.7,96.25208,127.6783783,127.669,$127.70 ,0.02%,5495297,25604802.84,796.39,33949680788
3-Jul-14,127,96.25073,126.8103349,127.012,$127.04 ,0.02%,5048162,25604802.84,796.39,33718868037
4-Jul-14, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
7-Jul-14,127.02,96.24634,126.3714485,126.983,$127.02 ,0.03%,4068239,25662550.64,798.19,33677991017
8-Jul-14,127.07,96.24565,127.3330005,127.011,$127.06 ,0.04%,6210906,25729922.6,800.28,34023377734
9-Jul-14,127.84,96.24459,127.3075317,127.765,$127.83 ,0.05%,8051630,25729922.6,800.28,34016572465
10-Jul-14,128.54,96.24419,128.9912739,128.573,$128.56 ,-0.01%,6080968,25722320.36,800.05,34466468392
11-Jul-14,128.78,96.24305,128.4844685,128.725,$128.75 ,0.02%,4117806,25722320.36,800.05,34331049975
14-Jul-14,125.72,96.23932,125.688556,125.775,$125.73 ,-0.04%,10601188,26001414.39,808.73,33948478980
15-Jul-14,124.53,96.23835,126.0722379,124.59,$124.53 ,-0.05%,9842091,26001414.39,808.73,34052111460
16-Jul-14,124.97,96.2371,125.2044729,124.916,$124.96 ,0.04%,3822996,25914801,806.03,33705044100
17-Jul-14,127.07,96.23608,125.3474982,127.032,$127.07 ,0.03%,10868957,25828188.53,803.34,33630733761
18-Jul-14,126.13,96.23514,125.8033834,126.087,$126.16 ,0.06%,5642841,25885929.61,805.14,33828529788
21-Jul-14,126.34,96.23208,126.2083735,126.353,$126.35 ,0.00%,3182179,25828190.36,803.34,33861706601
22-Jul-14,125.74,96.23099,126.0866591,125.697,$125.73 ,0.03%,3695260,25876305.86,804.84,33892093957
23-Jul-14,125.62,96.22988,125.8686811,125.57,$125.63 ,0.05%,3075787,25895551.83,805.44,33858675223
24-Jul-14,124.35,96.2284,124.3992614,124.375,$124.37 ,0.00%,7642514,25780077.75,801.84,33314122214
25-Jul-14,125.79,96.2274,124.5904284,125.793,$125.80 ,0.01%,5289495,25780077.75,801.84,33365316719
28-Jul-14,125.58,96.22454,125.5249171,125.602,$125.60 ,0.00%,3058265,25780077.75,801.84,33615572792
29-Jul-14,125.2,96.22332,125.0181497,125.158,$125.19 ,0.03%,5106623,25780077.75,801.84,33479860477
30-Jul-14,124.83,96.22211,124.5595203,124.781,$124.85 ,0.06%,5178893,25780077.75,801.84,33357039547
31-Jul-14,123.39,96.22074,123.6677031,123.538,$123.39 ,-0.12%,8632094,25780077.75,801.84,33118210885
1-Aug-14,124.39,96.21989,124.2439385,124.475,$124.40 ,-0.06%,6854486,25780077.75,801.84,33272526717
4-Aug-14,123.99,96.2167,124.1676549,123.97,$124.01 ,0.03%,6496247,25722347.73,800.05,33177597401
5-Aug-14,123.87,96.21543,123.6127692,123.954,$123.90 ,-0.04%,7305535,25722347.73,800.05,33029331932
6-Aug-14,125.67,96.21522,125.705183,125.715,$125.73 ,0.01%,8752486,25645375.56,797.65,33487860751
7-Aug-14,126.18,96.21412,125.5834737,126.194,$126.21 ,0.01%,6999493,25645375.56,797.65,33455437392
8-Aug-14,126.19,96.21324,126.0152916,126.174,$126.19 ,0.01%,5735520,25587647.61,795.86,33494864508
11-Aug-14,125.96,96.20997,125.770485,125.905,$125.98 ,0.06%,3070873,25587647.61,795.86,33429794901
12-Aug-14,125.99,96.20928,126.5873633,125.996,$126.00 ,0.00%,4386517,25587647.61,795.86,33646921168
13-Aug-14,126.2,96.20806,126.2249805,126.215,$126.19 ,-0.02%,3678567,25579227.46,795.6,33550599808
14-Aug-14,126.31,96.20704,126.3679479,126.339,$126.31 ,-0.02%,3186311,25579227.46,795.6,33588600551
15-Aug-14,125.48,96.20561,124.6824713,125.51,$125.50 ,-0.01%,12576726,25579227.46,795.6,33140600882
18-Aug-14,124.96,96.20247,124.7505476,124.929,$124.97 ,0.03%,4809236,25646569.19,797.69,33246020937
19-Aug-14,124.68,96.20141,124.7251221,124.701,$124.69 ,-0.01%,5023156,25694669.89,799.19,33301607589
20-Aug-14,124.22,96.20031,124.5794047,124.219,$124.23 ,0.01%,4228160,25723529.99,800.08,33300074878
21-Aug-14,122.88,96.19873,122.6774254,122.903,$122.90 ,0.00%,7458496,25723529.99,800.08,32791675796
22-Aug-14,123.19,96.19773,122.8685482,123.239,$123.21 ,-0.02%,4535034,25723529.99,800.08,32842762931
25-Aug-14,122.74,96.19457,122.8645087,122.764,$122.75 ,-0.01%,4754204,25627335.42,797.09,32718818667
26-Aug-14,123.35,96.19379,123.7052078,123.378,$123.36 ,-0.01%,3726817,25579238.52,795.6,32880844225
27-Aug-14,123.33,96.19263,123.3910921,123.367,$123.32 ,-0.04%,2705363,25579238.52,795.6,32797352272
28-Aug-14,124,96.19188,124.279903,124.049,$124.02 ,-0.02%,3027713,25579238.52,795.6,33033598213
29-Aug-14,123.86,96.19061,123.6770794,123.855,$123.85 ,0.00%,3682647,25560000.4,795,32848632297
1-Sep-14, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
2-Sep-14,121.65,96.18569,121.8672719,121.742,$121.68 ,-0.05%,9172912,25502288.99,793.2,32294827053
3-Sep-14,122.15,96.18458,121.7215854,122.135,$122.14 ,0.00%,3241928,25415722.86,790.51,32146670696
4-Sep-14,121.48,96.18376,122.2976565,121.446,$121.47 ,0.02%,7033052,25261828.85,785.72,32103134828
5-Sep-14,122.06,96.18249,121.7670266,122.022,$122.03 ,0.01%,3480324,25261828.85,785.72,31963844477
8-Sep-14,120.73,96.17902,121.0893819,120.753,$120.77 ,0.01%,7011841,25261828.85,785.72,31785962758
9-Sep-14,120.87,96.17782,120.7752929,120.862,$120.86 ,0.00%,5981094,25261828.85,785.72,31703514375
10-Sep-14,120.26,96.17654,120.3168555,120.24,$120.28 ,0.03%,6795288,25358005.39,788.72,31703491419
11-Sep-14,119.47,96.17503,119.3772529,119.44,$119.48 ,0.03%,7461368,25347990.48,788.4,31455906140
12-Sep-14,118.38,96.1738,118.4380312,118.332,$118.37 ,0.03%,7554959,25347990.48,788.4,31208421219
15-Sep-14,118.64,96.17069,118.6986771,118.665,$118.65 ,-0.01%,4454782,25347990.48,788.4,31277101410
16-Sep-14,118.83,96.1696,118.5049837,118.818,$118.81 ,-0.01%,6386131,25213353.04,784.22,31060156236
17-Sep-14,117.54,96.16863,118.8644216,117.576,$117.55 ,-0.02%,8119583,25213353.04,784.22,31154364889
18-Sep-14,117.78,96.16721,117.3720747,117.814,$117.78 ,-0.03%,5135816,25213353.04,784.22,30763220782
19-Sep-14,117.09,96.16613,117.2986412,117.073,$117.10 ,0.02%,10887356,24963321.1,776.44,30438997387
22-Sep-14,116.85,96.1628,116.6935554,116.857,$116.86 ,0.00%,7417384,24905623.42,774.65,30211961482
23-Sep-14,117.6,96.16199,117.5099493,117.596,$117.59 ,-0.01%,4493555,24867158.63,773.45,30376321890
24-Sep-14,117.05,96.16079,117.0517265,117.047,$117.05 ,0.00%,5584808,24867158.63,773.45,30257871290
25-Sep-14,117.39,96.15963,116.7137547,117.43,$117.40 ,-0.03%,7408266,24867158.63,773.45,30170505595
26-Sep-14,117.06,96.15858,116.7124757,117.063,$117.08 ,0.01%,3995241,24828695.19,772.25,30123489969
29-Sep-14,117.03,96.15561,117.2617708,117.002,$117.00 ,0.00%,3445258,24828695.19,772.25,30265263052
30-Sep-14,116.21,96.15446,116.971895,116.251,$116.22 ,-0.03%,9784405,24751771.63,769.86,30096868588
1-Oct-14,116.77,96.1534,116.9706131,116.802,$116.79 ,-0.01%,7009230,24713310.27,768.66,30049750515
2-Oct-14,116.74,96.15217,116.512395,116.69,$116.73 ,0.03%,6109966,24674849.4,767.47,29885429308
3-Oct-14,114.61,96.15047,114.8998152,114.592,$114.60 ,0.01%,10923342,24674849.4,767.47,29471803318
6-Oct-14,116.03,96.14735,114.9681884,116.059,$116.05 ,-0.01%,7301796,24674849.4,767.47,29489340327
7-Oct-14,116.36,96.14691,116.385837,116.395,$116.37 ,-0.02%,5085992,24674849.4,767.47,29852967197
8-Oct-14,117.49,96.14613,117.0098433,117.5,$117.47 ,-0.03%,10188099,24501786.36,762.08,29802407092
9-Oct-14,117.64,96.1455,117.9464872,117.663,$117.65 ,-0.01%,6253842,24501786.36,762.08,30040970289
10-Oct-14,117.59,96.1441,117.1996636,117.68,$117.60 ,-0.07%,4438246,24416747.43,759.44,29756994583
13-Oct-14,118.52,96.14115,118.1574678,118.523,$118.52 ,0.00%,5393347,24474432.12,761.23,30071075564
14-Oct-14,118.59,96.14021,118.7091256,118.599,$118.58 ,-0.02%,5006647,24474432.12,761.23,30211472461
15-Oct-14,118.99,96.13922,118.9722803,118.987,$119.00 ,0.01%,9270501,24407134.67,759.14,30195164728
16-Oct-14,119.22,96.13817,118.9950179,119.221,$119.19 ,-0.03%,6542336,24464817.57,760.93,30272332551
17-Oct-14,118.99,96.13703,118.657134,118.998,$119.00 ,0.00%,6091822,24464817.57,760.93,30186374876
20-Oct-14,119.8,96.13414,119.6389312,119.807,$119.80 ,-0.01%,2724077,24176415.15,751.96,30077227278
21-Oct-14,120.02,96.13323,120.1905749,120.027,$120.01 ,-0.01%,4145445,24176415.15,751.96,30215910528
22-Oct-14,119.34,96.132,119.5641783,119.367,$119.35 ,-0.01%,3834033,24109122.75,749.87,29974739496
23-Oct-14,118.52,96.13063,118.5050401,118.539,$118.50 ,-0.03%,5728196,24109122.75,749.87,29709213562
24-Oct-14,118.35,96.12958,118.5037415,118.36,$118.36 ,0.00%,3607576,23964928.38,745.39,29531132372
27-Oct-14,118.06,96.12629,118.1151799,117.904,$118.07 ,0.14%,2197587,23964928.38,745.39,29434302833
28-Oct-14,118.1,96.12525,118.1619687,118.099,$118.11 ,0.01%,2816495,23907253.23,743.59,29375065420
29-Oct-14,116.41,96.124,117.6077164,116.522,$116.43 ,-0.08%,7835790,23868803.63,742.4,29190235216
30-Oct-14,115.19,96.12217,115.5388464,115.231,$115.20 ,-0.03%,7136013,23830354.76,741.2,28630526130
31-Oct-14,112.66,96.11964,111.9072895,112.748,$112.64 ,-0.10%,16757315,23830354.76,741.2,27730626337
3-Nov-14,112.15,96.11663,112.2401936,112.13,$112.17 ,0.04%,6397709,23830654.76,741.21,27813120283
4-Nov-14,112.22,96.11552,112.1187565,112.191,$112.21 ,0.02%,5974426,23753762.35,738.82,27693332861
5-Nov-14,109.79,96.11335,109.761441,109.752,$109.81 ,0.05%,12117376,23657349,735.82,27001314477
6-Nov-14,109.88,96.11244,110.0487392,109.943,$109.89 ,-0.05%,6361446,23561236.56,732.83,26961941098
7-Nov-14,112.97,96.11184,110.9611221,112.999,$112.95 ,-0.04%,9168874,23378624.06,727.15,26974648792
10-Nov-14,110.46,96.10906,111.6787319,110.376,$110.44 ,0.06%,7565037,23320958.63,725.36,27082092486
11-Nov-14,112.04,96.10773,111.1485849,112.062,$112.06 ,0.00%,8011747,23292126.31,724.46,26920187253
12-Nov-14,111.5,96.10709,111.9167102,111.518,$111.51 ,-0.01%,4564800,23234462.05,722.67,27039077181
13-Nov-14,111.67,96.10589,111.6510215,111.637,$111.68 ,0.04%,4499920,23168508.44,720.62,26907896182
14-Nov-14,114.47,96.10502,112.3467682,114.461,$114.46 ,0.00%,13318601,23168508.44,720.62,27075571146
17-Nov-14,114.05,96.10223,113.6408815,114.064,$114.03 ,-0.03%,4982472,23245390.23,723.01,27478365146
18-Nov-14,115.05,96.10145,114.6250068,114.985,$115.04 ,0.05%,5021275,23245390.23,723.01,27716326652
19-Nov-14,113.68,96.10049,114.9361853,113.668,$113.70 ,0.03%,11252491,23178119.88,720.91,27711114271
20-Nov-14,114.86,96.09926,114.3581227,114.858,$114.85 ,-0.01%,5093330,23178119.88,720.91,27571743393
21-Nov-14,115.39,96.09862,115.6787096,115.376,$115.40 ,0.02%,6253478,23178119.88,720.91,27890136892
24-Nov-14,115.11,96.09526,115.0740701,115.113,$115.12 ,0.01%,4403970,23178119.88,720.91,27744358305
25-Nov-14,115.38,96.09425,115.2170098,115.294,$115.37 ,0.07%,8378865,23178119.88,720.91,27778821056
26-Nov-14,115.16,96.09315,115.0715464,115.144,$115.15 ,0.01%,3181169,23110854.68,718.82,27663199749
27-Nov-14, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
28-Nov-14,112.11,96.09051,113.6510514,112.181,$112.10 ,-0.07%,9604771,23072418.47,717.63,27276252341
1-Dec-14,116.62,96.08779,114.7288228,116.612,$116.57 ,-0.04%,13651226,23072418.47,717.63,27534917460
2-Dec-14,115.14,96.08678,114.8236995,115.112,$115.16 ,0.04%,6363382,23149287.9,720.02,27649546835
3-Dec-14,116.33,96.08611,115.7597463,116.341,$116.33 ,-0.01%,5119137,23149287.9,720.02,27874946910
4-Dec-14,115.88,96.08523,116.1670466,115.922,$115.89 ,-0.03%,3355388,23149287.9,720.02,27973024826
5-Dec-14,114.43,96.08356,114.7237656,114.484,$114.43 ,-0.05%,5251967,23178112.97,720.91,27659899891
8-Dec-14,115.78,96.08035,114.6238601,115.815,$115.78 ,-0.03%,5216071,23120464.76,719.12,27567038361
9-Dec-14,118.19,96.08081,117.8911578,118.16,$118.17 ,0.01%,10463224,23206937.49,721.81,28458925481
10-Dec-14,117.95,96.07985,118.0821333,118.034,$117.97 ,-0.05%,4121157,23303017.34,724.8,28623109105
11-Dec-14,117.69,96.07822,116.855137,117.696,$117.71 ,0.01%,4712142,23333519.88,725.75,28372427266
12-Dec-14,117.41,96.07718,116.925932,117.464,$117.39 ,-0.06%,4657985,23333519.88,725.75,28389616283
15-Dec-14,114.42,96.07385,116.177307,114.501,$114.39 ,-0.10%,8751585,23256660.8,723.36,28114908297
16-Dec-14,114.95,96.07264,115.5273531,114.98,$114.96 ,-0.02%,9168929,23199017.22,721.56,27888303038
17-Dec-14,114.27,96.07142,114.8774058,114.306,$114.26 ,-0.04%,8091401,23199017.22,721.56,27731405763
18-Dec-14,115.15,96.07045,115.1884749,115.179,$115.14 ,-0.03%,4661311,23199017.22,721.56,27806497837
19-Dec-14,114.77,96.06931,114.8508593,114.851,$114.82 ,-0.03%,4639359,23295086.53,724.55,27839848298
22-Dec-14,112.55,96.06614,114.8230582,112.638,$112.58 ,-0.05%,6385951,23295086.53,724.55,27833109317
23-Dec-14,112.74,96.0645,112.9478345,112.761,$112.76 ,0.00%,7760476,22920434.98,712.9,26938058528
24-Dec-14,112.77,96.06349,113.0667235,112.884,$112.76 ,-0.11%,1492616,22920434.98,712.9,26966413546
25-Dec-14, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
26-Dec-14,114.83,96.06138,113.0642453,114.832,$114.81 ,-0.02%,3705059,22901222.7,712.3,26943209656
29-Dec-14,113.67,96.05853,113.8773904,113.714,$113.69 ,-0.02%,11922684,22901222.7,712.3,27136982121
30-Dec-14,115.2,96.05823,115.8462218,115.155,$115.22 ,0.06%,7977987,22853193.59,710.81,27548231537
31-Dec-14,113.58,96.05692,115.1962669,113.712,$113.57 ,-0.13%,7602791,22795559.43,709.02,27324554516
1-Jan-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
2-Jan-15,114.08,96.05373,112.5749723,114.016,$114.07 ,0.05%,6711056,22795559.43,709.02,26702783437
5-Jan-15,115.8,96.05176,115.2621173,115.742,$115.85 ,0.09%,8170353,22853190.49,710.81,27409331484
6-Jan-15,117.12,96.05114,116.2458946,117.077,$117.10 ,0.02%,11232282,22757139.35,707.82,27527027851
7-Jan-15,116.43,96.0501,116.2686462,116.451,$116.44 ,-0.01%,6430296,22661089.25,704.83,27416146761
8-Jan-15,115.94,96.04927,116.7478817,115.97,$115.95 ,-0.02%,6075677,22661089.25,704.83,27529150515
9-Jan-15,117.26,96.04831,116.9628317,117.256,$117.28 ,0.02%,7081171,22757137.56,707.82,27696798547
12-Jan-15,118.56,96.04556,117.7998765,118.549,$118.53 ,-0.02%,7204953,22757137.56,707.82,27895010749
13-Jan-15,118.16,96.04474,118.2790941,118.183,$118.18 ,0.00%,7025916,22757137.56,707.82,28008489491
14-Jan-15,117.97,96.04385,118.614154,117.999,$117.94 ,-0.05%,6430290,22749770.73,707.59,28087831657
15-Jan-15,120.94,96.04333,120.9185488,120.89,$120.95 ,0.05%,15812974,23057109.38,717.15,29020451727
16-Jan-15,122.52,96.04268,122.6945231,122.483,$122.54 ,0.05%,14420996,23498905.71,730.89,30011080353
19-Jan-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
20-Jan-15,124.2,96.03875,123.7699329,124.14,$124.18 ,0.03%,14960939,23863852.96,742.24,30744451346
21-Jan-15,124.23,96.03781,124.2249053,124.215,$124.23 ,0.01%,11080734,23806230.27,740.45,30782931536
22-Jan-15,125.23,96.03681,124.4396998,125.184,$125.20 ,0.01%,10020344,23806230.27,740.45,30836157620
23-Jan-15,124.23,96.03573,124.3422668,124.241,$124.25 ,0.01%,6264921,23844644.57,741.65,30861750624
26-Jan-15,122.98,96.03219,123.0412443,122.96,$122.99 ,0.02%,6179633,23902263.88,743.44,30612661575
27-Jan-15,124.4,96.03135,123.7363971,124.361,$124.38 ,0.02%,9568477,24199961.07,752.7,31169198431
28-Jan-15,123.42,96.03028,123.6870068,123.423,$123.43 ,0.01%,8510219,24199961.07,752.7,31156757002
29-Jan-15,120.76,96.02863,121.8363296,120.742,$120.73 ,-0.01%,11221332,24382415.46,758.37,30922060429
30-Jan-15,123.45,96.02731,121.0184133,123.337,$123.47 ,0.11%,14664799,24382415.46,758.37,30714473297
2-Feb-15,122.42,96.02458,122.191272,122.393,$122.43 ,0.03%,8882575,24651284.29,766.73,31354280412
3-Feb-15,121.05,96.02323,121.3973731,121.066,$121.07 ,0.00%,7598299,24593670.35,764.94,31077727516
4-Feb-15,121.58,96.02233,121.8043316,121.588,$121.56 ,-0.02%,5383102,24689692.68,767.93,31303713217
5-Feb-15,121.79,96.02094,120.9143697,121.735,$121.81 ,0.06%,6876799,24862530.37,773.31,31292638872
6-Feb-15,118.64,96.01919,119.1598135,118.603,$118.65 ,0.04%,11441086,24862530.37,773.31,30838559732
9-Feb-15,119.17,96.01593,118.9157273,119.156,$119.16 ,0.00%,4685502,24862530.37,773.31,30775390228
10-Feb-15,118.47,96.01471,118.5301543,118.501,$118.48 ,-0.02%,4085261,24862530.37,773.31,30675603932
11-Feb-15,117.07,96.01318,117.4961302,117.107,$117.08 ,-0.02%,6106249,24862530.37,773.31,30407998488
12-Feb-15,117.34,96.01207,117.3747582,117.365,$117.33 ,-0.03%,4342604,24804923.13,771.51,30306162574
13-Feb-15,117.98,96.01148,118.3341478,117.969,$117.96 ,-0.01%,3569423,24700421.88,768.26,30435542816
16-Feb-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Feb-15,116.01,96.00675,116.1201636,116.019,$116.03 ,0.01%,7217091,24700421.88,768.26,29866106079
18-Feb-15,116.34,96.00561,115.7827693,116.272,$116.32 ,0.04%,8320428,24690821.32,767.96,29767749974
19-Feb-15,115.94,96.00465,116.1176223,115.93,$115.96 ,0.03%,6525849,24738823.65,769.46,29911899491
20-Feb-15,115.28,96.00356,115.9963063,115.358,$115.31 ,-0.04%,6679394,24796425.78,771.25,29950246280
23-Feb-15,115.43,96.0003,115.6323627,115.416,$115.44 ,0.02%,4891839,24796425.78,771.25,29856276047
24-Feb-15,115.26,95.99889,114.4786794,115.237,$115.26 ,0.02%,7634980,24796425.78,771.25,29558395007
25-Feb-15,115.7,95.99822,115.6538496,115.697,$115.67 ,-0.02%,4608826,24796425.78,771.25,29861823966
26-Feb-15,116.07,95.99727,115.9887035,116.022,$116.05 ,0.02%,4092808,24796425.78,771.25,29948283253
27-Feb-15,116.16,95.9964,116.5396318,116.252,$116.19 ,-0.05%,6450281,24796425.78,771.25,30090532938
2-Mar-15,115.68,95.99319,116.3917484,115.701,$115.70 ,0.00%,6977500,24546843.49,763.49,29749730908
3-Mar-15,115.47,95.99215,116.4144817,115.459,$115.51 ,0.04%,4083419,24460450.55,760.8,29650768496
4-Mar-15,115.11,95.99061,115.1407387,115.131,$115.12 ,-0.01%,4409508,24460450.55,760.8,29326346138
5-Mar-15,115,95.98965,115.379565,115.053,$115.04 ,-0.01%,4087856,24460450.55,760.8,29387175209
6-Mar-15,111.86,95.98756,112.8573748,111.893,$111.87 ,-0.02%,11182291,24316469.21,756.32,28575487307
9-Mar-15,111.97,95.98409,112.1574067,112.047,$111.99 ,-0.05%,5521960,24210886.72,753.04,28274882229
10-Mar-15,111.42,95.98274,111.531945,111.494,$111.44 ,-0.05%,5521960,24210886.72,753.04,28117203329
11-Mar-15,110.75,95.98112,110.3782933,110.877,$110.77 ,-0.10%,6618492,24210886.72,753.04,27826367738
12-Mar-15,110.72,95.98018,110.5931642,110.713,$110.70 ,-0.01%,6626352,24143700.59,750.95,27803121476
13-Mar-15,110.88,95.97912,110.5679432,111.125,$110.89 ,-0.21%,4517410,24134783.84,750.67,27796780925
16-Mar-15,110.81,95.97594,110.4443076,110.833,$110.84 ,0.01%,3057035,24134783.84,750.67,27765698920
17-Mar-15,110.21,95.97488,110.4430972,110.333,$110.21 ,-0.11%,8477022,24048406.45,747.98,27665995854
18-Mar-15,112.37,95.97375,110.1058849,112.059,$112.40 ,0.30%,12408067,24105990.7,749.77,27647587696
19-Mar-15,112.29,95.97315,111.9046877,112.385,$112.30 ,-0.08%,6645042,24105990.7,749.77,28099267081
20-Mar-15,113.57,95.9725,113.54507,113.497,$113.55 ,0.05%,8030798,23933240.2,744.4,28306785951
23-Mar-15,114.29,95.96943,113.8437393,114.156,$114.27 ,0.10%,4297098,23933240.2,744.4,28381244207
24-Mar-15,114.57,95.96852,114.3464954,114.514,$114.56 ,0.04%,2972996,23933240.2,744.4,28506581314
25-Mar-15,114.73,95.96759,114.7388453,114.71,$114.75 ,0.03%,3019777,23894853.16,743.21,28558498582
26-Mar-15,115.48,95.96675,115.4623936,115.621,$115.49 ,-0.11%,5492671,23702919.66,737.24,28507664986
27-Mar-15,115.06,95.96548,114.7507205,115.043,$115.04 ,0.00%,4922482,23702919.66,737.24,28331952890
30-Mar-15,113.75,95.96199,113.7629371,113.734,$113.77 ,0.03%,3667931,23702919.66,737.24,28088069175
31-Mar-15,113.66,95.96099,113.905692,113.618,$113.67 ,0.05%,3663183,23702919.66,737.24,28123315350
1-Apr-15,115.6,95.96028,114.8644542,115.56,$115.59 ,0.03%,7565981,23702919.66,737.24,28360033749
2-Apr-15,115.28,95.95928,115.007197,115.314,$115.28 ,-0.03%,7487100,23702919.66,737.24,28395276944
3-Apr-15, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
6-Apr-15,116.69,95.95507,115.0021557,116.681,$116.67 ,-0.01%,5913203,23645346.62,735.45,28325030949
7-Apr-15,116.11,95.95451,116.20091,116.143,$116.14 ,0.00%,2467494,23568583.01,733.06,28527323402
8-Apr-15,115.47,95.95331,115.8396316,115.427,$115.47 ,0.04%,4987173,23568583.01,733.06,28438629556
9-Apr-15,114.67,95.95175,114.6431457,114.653,$114.69 ,0.03%,4706013,23664534.76,736.04,28259535408
10-Apr-15,115.96,95.95122,115.8467033,115.957,$115.97 ,0.01%,3925254,23608157.09,734.29,28498289018
13-Apr-15,115.14,95.94793,115.031973,115.118,$115.13 ,0.01%,3028803,23608157.09,734.29,28297865357
14-Apr-15,114.44,95.94681,114.6324491,114.426,$114.43 ,0.00%,3649158,23665725.18,736.08,28268361936
15-Apr-15,115.43,95.94572,114.4536538,115.423,$115.41 ,-0.01%,3648740,23665725.18,736.08,28224271034
16-Apr-15,115.03,95.94488,115.5512219,115.009,$115.05 ,0.04%,3119020,23665725.18,736.08,28494931311
17-Apr-15,115.6,95.94381,115.4539885,115.555,$115.58 ,0.02%,3057953,23761668.99,739.06,28586407555
20-Apr-15,114.72,95.94051,114.7928194,114.706,$114.72 ,0.01%,3525441,23761668.99,739.06,28422702090
21-Apr-15,115.38,95.93943,114.6764011,115.329,$115.35 ,0.02%,3315124,23867202.36,742.35,28520020958
22-Apr-15,113.83,95.93823,114.0945453,113.85,$113.84 ,-0.01%,5003864,23867202.36,742.35,28375313418
23-Apr-15,114.66,95.9371,113.7574112,114.626,$114.63 ,0.00%,3623938,23867202.36,742.35,28291468163
24-Apr-15,113.05,95.93597,113.4922559,113.046,$113.06 ,0.01%,7410028,23867202.36,742.35,28225524032
27-Apr-15,115.33,95.9333,115.1199601,115.369,$115.35 ,-0.02%,7466739,23761675.73,739.06,28503702118
28-Apr-15,116.33,95.93251,115.982401,116.27,$116.34 ,0.06%,7541405,23761675.73,739.06,28717242487
29-Apr-15,115.51,95.93146,115.98113,115.501,$115.52 ,0.02%,6501188,23761675.73,739.06,28716927777
30-Apr-15,113.47,95.92951,113.2208093,113.528,$113.48 ,-0.04%,9434323,23771268.68,739.36,28044794461
1-May-15,113.08,95.92832,112.8069107,113.028,$113.08 ,0.05%,8451389,23848011.34,741.75,28032517312
4-May-15,114.1,95.92517,112.803202,114.036,$114.08 ,0.04%,2727061,23848011.34,741.75,28031595705
5-May-15,114.42,95.92487,114.822067,114.458,$114.45 ,-0.01%,3214701,23848011.34,741.75,28533283646
6-May-15,114.36,95.92372,114.5569,114.351,$114.34 ,-0.01%,2897411,23848011.34,741.75,28467389640
7-May-15,113.42,95.9224,113.8598852,113.457,$113.44 ,-0.02%,4282967,23761681.18,739.07,28191707582
8-May-15,113.97,95.92131,113.7626705,113.955,$113.98 ,0.02%,9963722,23416364.46,728.32,27758091586
11-May-15,113.53,95.91829,114.0708252,113.538,$113.53 ,-0.01%,2666352,23416364.46,728.32,27833281351
12-May-15,114.5,95.91733,114.2855023,114.477,$114.48 ,0.00%,2598681,23416364.46,728.32,27885662572
13-May-15,116.55,95.91709,116.1076354,116.554,$116.54 ,-0.01%,11139311,23416364.46,728.32,28330263024
